Date,High,Low,Open,Close,Volume,Adj Close
2010-09-09,102.5,101.13999938964844,102.5,101.31999969482422,26500.0,82.36286926269531
2010-09-10,101.86000061035156,101.30000305175781,101.68000030517578,101.77999877929688,8600.0,82.73677825927734
2010-09-13,103.13999938964844,102.5,102.95999908447266,103.05999755859375,33700.0,83.77727508544922
2010-09-14,103.4800033569336,102.37999725341797,102.83999633789062,103.04000091552734,59400.0,83.76103973388672
2010-09-15,103.37999725341797,102.4000015258789,102.62000274658203,103.30000305175781,9200.0,83.9723892211914
2010-09-16,103.31999969482422,102.69999694824219,103.0199966430664,103.26000213623047,59500.0,83.93987274169922
2010-09-17,103.87999725341797,103.0199966430664,103.87999725341797,103.36000061035156,49300.0,84.02117919921875
2010-09-20,105.04000091552734,103.45999908447266,103.73999786376953,105.04000091552734,19000.0,85.38684844970703
2010-09-21,105.44000244140625,104.27999877929688,105.0199966430664,104.72000122070312,19200.0,85.12669372558594
2010-09-22,105.04000091552734,103.95999908447266,104.55999755859375,104.16000366210938,18100.0,84.67150115966797
2010-09-23,104.33999633789062,103.12000274658203,103.31999969482422,103.30000305175781,33300.0,83.9723892211914
2010-09-24,104.9000015258789,103.86000061035156,103.94000244140625,104.83999633789062,24100.0,85.68711853027344
2010-09-27,104.9800033569336,104.33999633789062,104.9800033569336,104.33999633789062,15000.0,85.27843475341797
2010-09-28,105.0199966430664,103.41999816894531,104.31999969482422,105.0199966430664,49800.0,85.83422088623047
2010-09-29,104.91999816894531,104.22000122070312,104.58000183105469,104.5199966430664,15900.0,85.42557525634766
2010-09-30,105.68000030517578,103.95999908447266,105.19999694824219,104.36000061035156,44700.0,85.29480743408203
2010-10-01,105.16000366210938,104.16000366210938,105.08000183105469,104.72000122070312,17100.0,85.58905029296875
2010-10-04,105.26000213623047,103.5,105.26000213623047,103.83999633789062,88700.0,84.86979675292969
2010-10-05,106.19999694824219,104.81999969482422,105.0199966430664,106.12000274658203,19800.0,86.73328399658203
2010-10-06,106.27999877929688,105.62000274658203,106.12000274658203,105.94000244140625,276900.0,86.58615112304688
2010-10-07,106.5,105.31999969482422,106.5,105.87999725341797,49900.0,86.53715515136719
2010-10-08,106.73999786376953,105.66000366210938,106.0199966430664,106.68000030517578,61500.0,87.19097137451172
2010-10-11,106.83999633789062,106.27999877929688,106.72000122070312,106.5,14200.0,87.0438461303711
2010-10-12,107.23999786376953,105.73999786376953,106.37999725341797,107.12000274658203,42000.0,87.55058288574219
2010-10-13,108.27999877929688,107.23999786376953,107.58000183105469,107.76000213623047,74400.0,88.07365417480469
2010-10-14,107.81999969482422,106.80000305175781,107.69999694824219,107.36000061035156,19100.0,87.74673461914062
2010-10-15,108.08000183105469,106.72000122070312,108.04000091552734,107.55999755859375,54900.0,87.91017150878906
2010-10-18,108.44000244140625,107.44000244140625,107.62000274658203,108.33999633789062,22800.0,88.5477294921875
2010-10-19,107.68000030517578,106.0199966430664,107.13999938964844,106.62000274658203,38500.0,87.14192199707031
2010-10-20,108.16000366210938,106.94000244140625,106.94000244140625,107.76000213623047,22800.0,88.07365417480469
2010-10-21,108.76000213623047,107.30000305175781,108.26000213623047,107.91999816894531,29400.0,88.20445251464844
2010-10-22,108.19999694824219,107.94000244140625,108.16000366210938,108.18000030517578,24800.0,88.41694641113281
2010-10-25,109.27999877929688,108.45999908447266,109.0199966430664,108.5,29600.0,88.67848205566406
2010-10-26,108.55999755859375,107.87999725341797,107.91999816894531,108.4800033569336,15000.0,88.6621322631836
2010-10-27,108.22000122070312,107.22000122070312,107.73999786376953,108.13999938964844,17100.0,88.38422393798828
2010-10-28,108.81999969482422,107.76000213623047,108.76000213623047,108.22000122070312,19200.0,88.44964599609375
2010-10-29,108.41999816894531,108.0,108.0999984741211,108.30000305175781,13400.0,88.51502227783203
2010-11-01,109.41999816894531,107.76000213623047,108.91999816894531,108.36000061035156,51500.0,88.56404876708984
2010-11-02,109.41999816894531,108.86000061035156,109.22000122070312,109.19999694824219,26100.0,89.25057983398438
2010-11-03,109.66000366210938,108.31999969482422,109.41999816894531,109.66000366210938,31800.0,89.62654876708984
2010-11-04,111.80000305175781,110.73999786376953,110.9000015258789,111.72000122070312,49000.0,91.31022644042969
2010-11-05,112.30000305175781,111.68000030517578,111.9000015258789,112.16000366210938,48300.0,91.66986083984375
2010-11-08,112.08000183105469,111.5,111.87999725341797,112.0199966430664,43400.0,91.55541229248047
2010-11-09,112.30000305175781,110.80000305175781,112.18000030517578,111.13999938964844,35700.0,90.83618927001953
2010-11-10,111.5999984741211,110.31999969482422,111.16000366210938,111.55999755859375,28200.0,91.17945861816406
2010-11-11,111.27999877929688,110.41999816894531,110.68000030517578,111.19999694824219,24000.0,90.88520812988281
2010-11-12,110.86000061035156,109.37999725341797,110.4000015258789,109.81999969482422,39400.0,89.75733184814453
2010-11-15,110.5199966430664,109.63999938964844,110.30000305175781,109.72000122070312,202700.0,89.67559051513672
2010-11-16,109.0199966430664,107.4800033569336,109.0199966430664,107.95999908447266,32800.0,88.23715209960938
2010-11-17,108.45999908447266,107.77999877929688,108.05999755859375,108.04000091552734,42400.0,88.30249786376953
2010-11-18,109.91999816894531,109.08000183105469,109.08000183105469,109.63999938964844,26100.0,89.61021423339844
2010-11-19,109.94000244140625,109.04000091552734,109.5,109.9000015258789,20200.0,89.82270812988281
2010-11-22,109.80000305175781,108.58000183105469,109.41999816894531,109.80000305175781,25300.0,89.74099731445312
2010-11-23,108.63999938964844,107.91999816894531,108.55999755859375,108.26000213623047,142400.0,88.48231506347656
